,lat,lon,MWS,CPSL,shum,ciz,vvr,vor,Rp
2670,29.1,-72.4,83.25,996,2559.17,17.690000534057617,-0.1400000005960464,515.39,383.4
2671,29.8,-71.2,92.5,997,2189.49,16.69,-0.05,176.69,1022.76
2672,30.1,-69.7,111.0,997,2275.24,16.83,-0.08,181.88,962.62
2673,30.8,-67.5,120.2,994,2217.34,15.65,-0.06,138.29,848.37
2674,32.6,-66.1,120.2,988,2456.07,16.97,-0.11,155.9,583.42
2675,34.3,-64.2,120.2,987,2296.1,16.3,-0.14,174.32,768.97
2676,10.0,-60.5,46.25,1009,3094.02,9.17,-0.14,178.25,531.22
2677,10.2,-62.4,46.25,1009,2976.88,7.23,0.02,115.88,834.92
2678,10.6,-64.3,46.25,1009,3034.71,7.14,-0.06,127.27,697.64
2679,11.2,-66.4,46.25,1009,3128.56,6.679999828338623,-0.050000000745058,171.61,490.58
2681,14.2,-70.5,37.0,1009,3402.58,9.51,-0.02,133.25,822.57
2682,15.0,-71.9,37.0,1008,3297.99,10.8,-0.05,127.49,727.44
2683,15.5,-73.2,37.0,1008,3494.27,11.960000038146973,-0.209999993443489,177.91,428.4
2684,15.7,-74.5,37.0,1008,3220.62,12.5,-0.12,140.64,649.7
2685,15.8,-75.3,46.25,1008,3230.28,12.08,-0.07,141.83,747.78
2686,15.8,-76.1,46.25,1008,3312.71,10.82,-0.09,130.44,651.51
2687,15.9,-76.8,55.5,1008,3370.9,11.69,-0.21,158.0,729.77
2688,16.3,-77.4,55.5,1006,3620.65,12.93,-0.18,163.3,823.12
2689,16.7,-77.7,55.5,1006,3875.1,12.81,-0.08,151.02,714.73
2690,17.1,-78.1,64.75,1006,3766.81,13.21,-0.08,131.44,709.04
2691,17.7,-78.5,74.0,1004,3714.09,13.12,-0.12,142.61,581.16
2692,18.7,-78.6,83.25,1001,3647.6,14.09,-0.26,170.73,791.87
2693,19.3,-79.3,92.5,998,3825.2,13.48,-0.12,173.78,875.86
2694,19.7,-80.4,92.5,990,3612.22,14.67,-0.16,180.48,604.48
2695,19.9,-80.9,111.0,990,3471.85,17.01,-0.14,172.18,529.61
2696,20.4,-81.7,120.2,983,3246.58,16.02,-0.22,208.75,603.51
2697,20.7,-82.3,138.7,979,3539.22,15.15,-0.13,204.45,947.08
2698,21.1,-83.0,166.5,967,3505.6,16.47,-0.18,221.44,784.88
2699,21.5,-83.5,157.2,966,3562.31,16.82,-0.18,217.05,761.39
2700,21.8,-84.0,138.7,965,3374.13,15.61,-0.19,222.28,1330.78
2701,22.0,-84.1,138.7,964,3350.98,14.99,-0.16,228.74,1019.83
2702,22.1,-84.3,138.7,964,3439.22,15.24,-0.18,261.69,1715.12
2703,22.3,-85.1,157.2,964,3321.38,16.1,-0.18,295.68,908.79
2704,22.0,-85.8,185.0,955,3465.36,14.24,-0.17,325.58,748.4
2705,21.9,-86.1,203.5,946,3472.41,14.11,-0.19,313.38,1011.33
2706,22.1,-86.5,203.5,947,3571.06,15.76,-0.25,365.29,1473.84
2707,22.0,-87.4,203.5,936,3645.28,15.05,-0.22,410.94,863.54
2708,21.9,-88.2,203.5,934,3890.29,14.71,-0.22,427.58,923.64
2709,21.6,-88.9,203.5,935,4003.34,15.59,-0.22,419.86,1113.59
2710,21.3,-89.3,203.5,936,4191.78,15.74,-0.21,425.77,1190.05
2711,21.0,-89.4,185.0,950,4427.63,16.48,-0.29,478.58,856.74
2712,20.6,-89.6,129.5,952,4611.1,15.51,-0.28,491.3,917.42
2713,20.1,-89.6,111.0,960,4614.03,16.06,-0.22,453.62,907.06
2714,20.3,-89.4,92.5,968,4645.35,16.28,-0.29,472.29,913.86
2715,20.5,-89.3,64.75,980,5060.09,16.34,-0.28,478.38,893.23
2716,21.0,-89.5,83.25,985,5190.51,16.97,-0.3,509.47,1001.18
2717,21.7,-89.7,92.5,987,5267.34,17.24,-0.3,548.8,962.98
2718,22.1,-89.8,92.5,988,5210.37,17.37,-0.29,606.29,977.15
2719,23.0,-89.7,92.5,987,4916.4,17.38,-0.22,589.33,1038.6
2720,24.2,-89.7,92.5,987,4842.72,17.57,-0.26,615.64,835.88
2721,25.4,-90.2,92.5,990,4525.13,18.45,-0.26,678.8,743.6
2722,26.3,-90.4,101.7,988,4165.56,19.44,-0.25,667.63,946.41
2723,27.5,-90.3,101.7,989,3943.52,20.25,-0.17,639.6,945.32
2724,29.1,-90.3,101.7,984,3963.92,22.4,-0.26,658.02,617.64
2725,30.0,-89.9,101.7,985,3494.72,22.25,-0.25,608.08,792.37
2726,32.2,-89.8,74.0,988,3115.48,25.08,-0.24,532.85,768.46
2727,33.0,-89.0,37.0,992,2606.9,21.97,-0.2,493.9,846.35
2728,29.1,-85.4,55.5,1005,1882.56,9.26,-0.08,247.08,619.62
2729,29.7,-86.1,55.5,1005,1925.33,9.5,-0.02,221.3,679.12
2730,30.4,-86.7,46.25,1006,2039.16,9.9,-0.04,181.74,687.22
2731,15.1,-49.2,55.5,1008,3441.79,12.35,-0.08,155.28,599.89
2732,16.1,-50.5,64.75,1007,3106.26,14.64,-0.09,109.64,640.22
2733,17.0,-51.9,64.75,1007,2911.09,16.94,-0.1,111.99,686.57
2734,17.6,-53.4,64.75,1007,2922.61,16.51,-0.21,104.46,622.73
2735,18.0,-54.6,74.0,1006,2805.92,18.3,-0.17,140.56,586.92
2736,18.3,-55.7,83.25,1005,2710.81,18.43,-0.14,105.0,551.2
2737,18.7,-56.8,83.25,1006,2372.55,16.52,-0.04,112.96,723.71
2738,19.0,-57.9,74.0,1007,2167.83,15.88,-0.07,93.09,839.22
2739,19.3,-59.1,64.75,1008,2091.93,16.02,0.0,99.09,644.0
2740,19.6,-60.3,55.5,1010,2089.88,15.34,-0.06,93.26,708.7
2741,20.0,-61.4,55.5,1011,1944.25,12.9,0.02,63.02,777.33
2742,20.3,-62.2,46.25,1012,1668.42,9.270000457763672,0.0299999993294477,104.16,491.1
2743,20.5,-62.9,46.25,1012,1681.64,7.239999771118164,0.0700000002980232,287.96,325.8
2744,20.6,-63.5,37.0,1012,1466.62,7.019999980926514,0.0299999993294477,91.44,469.93
2745,20.7,-64.1,37.0,1012,1686.11,6.150000095367432,0.0599999986588954,496.31,195.06
2746,20.9,-64.9,37.0,1012,798.76,8.8100004196167,0.0900000035762786,368.84,224.16
2747,21.0,-65.7,37.0,1012,945.58,10.71,0.04,3.59,603.81
2748,20.9,-66.7,37.0,1012,806.17,11.11,0.03,-14.22,676.28
2749,20.3,-68.5,37.0,1012,695.69,16.459999084472656,-0.0199999995529651,92.33,341.41
2750,20.2,-69.4,37.0,1012,798.56,14.489999771118164,0.0700000002980232,74.34,334.82
2751,20.1,-70.5,37.0,1012,529.86,11.640000343322754,-0.0099999997764825,181.05,230.57
2752,20.2,-71.7,37.0,1013,579.87,9.899999618530272,0.0599999986588954,16.86,352.21
2753,17.5,-95.6,37.0,1006,4055.67,15.34,-0.25,200.25,975.96
2754,18.3,-95.6,37.0,1006,4339.11,14.38,-0.21,214.38,704.14
2755,19.0,-95.6,37.0,1006,4409.68,13.59,-0.2,230.18,594.76
2756,19.5,-95.6,37.0,1006,4331.69,14.15,-0.16,181.22,683.94
2757,20.0,-95.5,46.25,1004,4299.46,14.91,-0.17,180.93,641.91
2758,20.7,-95.0,55.5,1002,4312.03,14.84,-0.14,179.71,782.94
2759,21.8,-95.1,74.0,1001,4497.08,15.22,-0.17,187.21,653.1
2760,23.0,-95.6,83.25,998,4439.66,14.81,-0.2,178.04,709.94
2761,24.0,-96.5,92.5,995,4347.34,12.41,-0.08,166.3,602.05
2762,24.9,-97.2,101.7,991,3813.95,12.36,-0.04,138.23,812.5
2763,25.3,-97.4,111.0,989,3791.24,12.42,-0.06,143.74,723.42
2764,26.2,-97.7,101.7,990,3859.85,13.229999542236328,-0.1700000017881393,175.28,495.12
2765,27.7,-98.1,83.25,991,3585.01,13.97,-0.28,143.08,527.14
2766,29.4,-98.6,74.0,996,3661.36,12.58,-0.2,157.84,612.41
2767,30.6,-99.1,55.5,1003,3650.59,13.8,-0.1,128.44,682.64
2768,31.6,-99.5,46.25,1004,4033.98,15.380000114440918,-0.1899999976158142,330.62,404.54
2769,32.7,-99.5,37.0,1005,3156.86,15.47,-0.11,115.37,665.62
2770,33.7,-98.7,37.0,1005,3221.22,14.14,-0.14,109.83,562.77
2771,34.7,-97.9,37.0,1005,3200.06,17.15,-0.07,100.37,576.46
2772,19.3,-92.2,46.25,1006,4078.41,12.67,-0.23,176.6,1025.49
2773,19.6,-92.9,55.5,1005,3925.68,13.36,-0.19,148.27,1052.39
2774,19.7,-93.6,55.5,1004,3964.16,11.95,-0.18,136.79,1072.95
2775,19.7,-94.1,55.5,1003,4275.48,12.52,-0.23,136.0,944.7
2776,19.6,-94.6,55.5,1002,4248.43,13.4,-0.25,134.44,872.03
2777,19.3,-95.1,64.75,1000,4427.04,14.77,-0.23,141.5,1065.84
2778,19.1,-95.3,74.0,996,4591.32,13.99,-0.27,141.05,1069.31
2779,19.3,-95.3,92.5,993,4711.26,13.83,-0.28,139.47,999.65
2780,19.6,-95.1,101.7,990,4579.48,15.45,-0.3,164.01,1295.89
2781,20.3,-94.6,111.0,989,4633.05,16.85,-0.23,190.34,1019.64
2782,21.0,-94.4,120.2,986,4648.2,19.6,-0.26,204.14,902.76
2783,21.6,-94.7,138.7,983,4299.06,18.22,-0.2,197.83,1100.94
2784,22.0,-95.2,138.7,985,4256.17,18.29,-0.18,187.79,1099.86
2785,22.4,-95.6,120.2,989,4198.22,18.91,-0.18,205.34,931.51
2786,22.7,-95.9,120.2,987,4249.43,17.09,-0.24,201.98,885.08
2787,23.0,-96.2,129.5,989,4061.09,19.05,-0.17,176.69,928.87
2788,23.4,-96.9,111.0,990,3906.08,18.86,-0.13,143.71,938.18
2789,23.7,-97.7,101.7,991,4119.79,18.93,-0.19,150.2,824.49
2790,23.7,-97.8,101.7,991,4142.56,18.25,-0.2,144.28,765.48
2791,23.7,-98.7,74.0,998,4282.26,13.96,-0.27,120.62,760.82
2792,23.7,-99.2,46.25,1006,4659.92,12.56,-0.21,131.21,773.28
2793,23.7,-99.7,37.0,1008,4450.12,12.31,-0.18,124.09,726.24
2794,19.8,-87.3,46.25,1008,3571.44,10.29,-0.09,102.71,752.06
2795,20.4,-87.4,46.25,1007,3572.58,10.62,-0.13,124.52,600.39
2796,20.7,-87.7,46.25,1007,3552.56,12.31,-0.11,120.92,770.58
2797,21.0,-88.0,46.25,1006,3699.2,13.02,-0.17,158.82,620.53
2798,21.4,-88.7,46.25,1004,3576.33,11.1,-0.16,153.85,715.74
2799,21.6,-87.8,55.5,1004,3558.21,10.9,-0.17,179.53,621.91
2800,22.5,-86.7,74.0,1000,3392.37,13.43,-0.14,148.32,881.66
2801,22.9,-86.6,92.5,997,3171.11,15.54,-0.24,148.18,626.59
2802,23.5,-86.3,101.7,992,3117.01,16.11,-0.24,198.45,631.76
2803,24.3,-85.9,111.0,983,2773.15,16.04,-0.2,168.37,728.82
2804,25.2,-85.4,120.2,985,2372.54,17.27,-0.17,168.03,956.04
2805,26.1,-84.9,129.5,981,2198.29,20.76,-0.3,135.15,567.06
2806,27.1,-84.3,120.2,987,2096.37,18.59,-0.23,167.96,645.15
2807,28.0,-83.8,120.2,985,2090.91,18.79,-0.22,163.33,903.1
2808,28.9,-83.4,111.0,989,2088.59,21.12,-0.16,205.1,611.83
2809,29.3,-83.2,101.7,991,2032.31,22.03,-0.08,192.41,679.15
2810,31.0,-82.3,55.5,1006,1737.22,19.62,-0.06,202.15,764.16
2811,32.3,-81.5,46.25,1011,1766.41,22.55,-0.11,217.32,907.82
2812,33.5,-80.2,46.25,1011,1752.82,23.01,-0.05,178.47,822.94
2813,12.3,-58.2,46.25,1011,2829.71,12.81,-0.01,126.01,524.54
2814,12.8,-59.9,55.5,1010,2890.26,13.1,-0.13,127.0,597.5
2815,13.4,-61.4,55.5,1010,2793.38,13.67,-0.09,136.52,654.98
2816,14.0,-63.0,55.5,1010,3297.83,11.800000190734863,-0.0799999982118606,355.33,359.12
2817,14.8,-64.5,64.75,1008,2566.55,12.53,-0.11,111.45,510.6
2818,15.5,-66.0,83.25,1005,2411.04,11.71,-0.16,117.28,537.26
2819,15.7,-67.7,92.5,1001,2215.94,9.73,0.01,107.46,695.64
2820,16.0,-69.0,101.7,998,2480.68,9.300000190734863,-0.1299999952316284,231.61,353.91
2821,16.5,-70.5,101.7,998,2928.17,10.789999961853027,-0.3100000023841858,223.01,292.57
2822,16.9,-72.2,120.2,992,2457.06,8.020000457763672,-0.0700000002980232,132.31,456.0
2823,16.9,-74.0,138.7,993,2059.42,8.46,-0.01,98.13,759.78
2824,16.9,-75.3,138.7,989,2368.3,8.600000381469727,-0.1400000005960464,111.76,461.73
2825,17.3,-77.0,138.7,989,2139.22,10.24,-0.05,78.52,521.72
2826,17.4,-78.9,138.7,991,2171.94,10.24,-0.06,72.22,590.56
2827,17.3,-80.6,148.0,988,2435.28,11.0,-0.14,115.19,710.32
2828,17.2,-82.3,166.5,963,2726.59,12.34,-0.1,139.95,596.71
2829,17.1,-84.0,222.0,950,2862.43,11.36,-0.06,112.04,639.19
2830,16.8,-86.0,212.7,950,2874.99,10.61,-0.07,49.02,540.21
2831,16.5,-88.0,231.2,948,3263.59,10.72,-0.19,79.25,692.59
2832,16.3,-88.4,231.2,948,3412.1,11.03,-0.17,94.04,664.2
2833,16.2,-89.9,111.0,1005,3458.89,11.23,-0.15,127.21,664.88
2834,16.2,-91.9,55.5,1004,3531.34,10.07,-0.14,85.15,674.63
2835,24.3,-92.4,55.5,1008,3491.47,12.21,-0.19,102.03,761.14
2836,24.9,-93.3,64.75,1009,3482.19,13.3,-0.27,148.39,746.41
2837,25.8,-94.3,64.75,1009,3374.47,12.48,-0.03,125.86,877.31
2838,27.2,-94.9,64.75,1008,3415.4,11.98,-0.12,88.42,1033.68
2839,29.4,-95.1,64.75,1007,3648.29,13.53,-0.17,102.96,994.39
2840,29.4,-95.2,64.75,1007,3677.71,13.72,-0.18,119.17,984.33
2841,30.1,-95.6,55.5,1009,3897.03,14.63,-0.15,157.43,803.71
2842,30.9,-96.4,46.25,1009,3847.37,13.29,-0.1,168.59,758.39
2843,31.9,-96.6,37.0,1010,3397.41,12.68,-0.1,198.32,757.14
2844,32.6,-96.5,37.0,1010,3354.2,12.63,-0.1,262.71,638.12
2845,33.6,-95.7,37.0,1011,3067.09,12.98,-0.06,223.15,510.85
2846,34.1,-95.0,27.75,1011,2683.92,13.8,-0.06,213.05,562.18
2847,34.6,-94.5,27.75,1013,3198.86,11.84000015258789,-0.1000000014901161,358.86,373.2
2848,15.9,-60.0,46.25,1010,3628.82,12.37,-0.15,103.0,592.7
2849,16.0,-60.7,46.25,1010,3496.97,11.31,-0.01,93.52,567.27
2850,16.2,-61.3,55.5,1009,3245.6,12.2,-0.03,82.82,602.24
2851,16.3,-61.5,55.5,1009,3306.44,11.39,-0.01,95.59,500.57
2852,16.4,-62.6,64.75,1006,2969.06,12.95,-0.13,75.97,613.2
2853,16.7,-63.5,92.5,996,3037.6,12.56,-0.19,101.23,635.47
2854,17.1,-64.0,101.7,996,3174.93,12.37,-0.13,117.52,678.54
2855,17.2,-64.8,101.7,994,3273.16,11.93000030517578,-0.1700000017881393,183.36,486.34
2856,17.6,-65.4,111.0,991,3071.26,12.12,-0.22,104.05,548.62
2857,18.0,-66.0,111.0,991,3057.98,12.85,-0.23,107.44,812.95
2858,18.1,-66.2,111.0,991,3050.63,12.47,-0.19,113.01,902.2
2859,18.5,-67.1,111.0,993,2750.25,12.55,-0.11,129.35,856.97
2860,18.6,-67.8,111.0,992,2868.0,12.279999732971191,-0.1500000059604644,224.31,480.75
2861,18.6,-68.3,129.5,985,2585.87,12.41,-0.17,132.06,572.81
2862,18.6,-68.5,129.5,984,2600.54,12.62,-0.17,139.41,595.93
2863,18.8,-69.0,120.2,988,2544.0,13.41,-0.21,155.27,775.89
2864,19.2,-69.4,111.0,990,2294.88,13.07,-0.08,148.62,922.49
2865,19.4,-69.9,101.7,990,2180.77,15.31,-0.17,151.33,600.21
2866,19.7,-70.7,92.5,990,2379.65,16.22,-0.19,176.78,619.04
2867,20.0,-71.6,55.5,1002,2210.78,14.18,-0.16,158.73,792.6
2868,20.2,-72.0,74.0,1000,2217.79,15.18,-0.09,166.44,732.46
2869,20.4,-72.5,83.25,1000,2190.09,13.74,-0.16,154.44,556.02
2870,21.2,-72.8,83.25,1000,1900.24,12.699999809265137,-0.0799999982118606,232.66,487.47
2871,21.7,-72.3,74.0,1005,1881.51,10.08,-0.15,141.05,659.83
2872,22.2,-72.2,74.0,1002,1916.71,9.54,-0.08,159.35,635.88
2873,22.8,-72.3,74.0,1002,1851.79,10.42,-0.07,149.78,689.45
2874,23.5,-72.5,74.0,1000,1910.17,12.31,-0.11,161.04,711.34
2875,24.2,-72.3,83.25,996,2261.2,14.26,-0.17,185.51,725.84
2876,24.8,-72.1,92.5,994,2364.32,15.0,-0.08,213.89,708.78
2877,25.5,-72.0,101.7,992,3248.95,16.479999542236328,-0.1599999964237213,570.94,376.16
2878,26.6,-71.7,111.0,989,2551.28,16.97,-0.2,188.57,928.08
2879,27.2,-71.4,138.7,984,2590.47,19.18,-0.27,259.52,935.81
2880,27.4,-70.8,138.7,982,2387.95,18.95,-0.17,252.44,879.64
2881,27.6,-70.2,138.7,972,2073.7,21.41,-0.08,301.87,627.72
2882,27.6,-69.5,138.7,972,1848.82,21.62,-0.15,275.81,980.07
2883,27.4,-69.2,138.7,972,1725.17,18.45,-0.1,328.82,697.74
2884,27.2,-68.9,148.0,972,1733.73,17.21,-0.09,333.84,666.83
2885,26.8,-68.7,157.2,968,3514.24,22.479999542236328,-0.3899999856948852,1487.31,271.27
2886,26.5,-68.5,157.2,968,2776.54,19.57999992370605,-0.2399999946355819,745.31,405.04
2887,26.2,-68.8,157.2,967,2041.5,15.25,-0.09,378.67,711.81
2888,25.7,-69.0,157.2,966,2179.06,14.91,-0.07,390.08,621.08
2889,25.5,-69.3,157.2,966,4213.72,20.43000030517578,-0.270000010728836,1732.2,256.29
2890,25.5,-69.6,148.0,966,2113.58,15.01,-0.07,328.93,576.69
2891,25.8,-70.0,138.7,966,3040.31,18.8700008392334,-0.1899999976158142,634.7,448.48
2892,26.0,-70.4,129.5,966,2225.63,16.66,-0.05,353.75,582.52
2893,26.1,-71.2,138.7,969,5917.13,21.13999938964844,-0.5799999833106995,4080.71,157.38
2894,26.2,-72.2,148.0,969,2190.55,17.04,-0.15,331.94,614.88
2895,26.4,-73.1,157.2,968,3341.88,19.36000061035156,-0.2399999946355819,695.0,424.27
2896,26.4,-74.3,157.2,964,2581.69,19.059999465942383,-0.0700000002980232,518.21,499.83
2897,26.5,-75.6,166.5,960,2815.82,19.6200008392334,-0.1400000005960464,531.13,494.27
2898,26.6,-76.9,185.0,957,2430.86,18.35,-0.13,374.06,545.94
2899,26.7,-77.3,185.0,956,2427.1,19.16,-0.14,389.72,538.55
2900,26.9,-78.2,194.2,952,2427.05,19.9,-0.11,400.22,529.99
2901,27.1,-79.4,194.2,951,3170.05,20.34000015258789,-0.1899999976158142,615.26,479.83
2902,27.2,-80.2,194.2,950,3712.48,21.489999771118164,-0.1599999964237213,814.72,419.83
2903,27.3,-80.6,175.7,953,3824.43,20.71999931335449,-0.1500000059604644,862.37,402.94
2904,27.7,-81.6,138.7,965,3418.02,20.059999465942383,-0.270000010728836,695.05,443.06
2905,28.3,-82.3,101.7,970,4745.25,22.36000061035156,-0.4900000095367431,1451.09,301.94
2906,29.3,-82.7,83.25,978,3154.29,21.09000015258789,-0.2000000029802322,554.6,496.44
2907,31.1,-83.9,64.75,987,2783.71,19.36,-0.17,380.83,559.36
2908,32.5,-83.6,55.5,993,5185.7,21.51000022888184,-0.7099999785423279,2230.53,217.38
2909,33.2,-83.2,46.25,998,2856.17,18.91,-0.17,362.86,648.34
2910,34.1,-82.4,37.0,999,2652.03,18.3,-0.15,384.62,563.86
2911,19.4,-94.5,55.5,1006,3821.96,9.55,-0.13,80.71,714.31
2912,19.6,-95.0,64.75,1004,3941.08,10.25,-0.1099999994039535,105.73,460.58
2913,19.7,-95.7,83.25,1001,3744.54,10.2,-0.1,41.39,786.71
2914,19.7,-96.4,92.5,998,3697.64,9.83,-0.08,58.56,751.82
2915,19.7,-96.7,64.75,1002,3694.15,9.63,-0.12,65.02,784.49
2916,19.7,-97.7,46.25,1005,3856.78,10.12,-0.2,105.64,615.69
2917,11.0,-81.3,55.5,1007,4249.06,11.83,-0.16,123.64,566.16
2918,11.4,-81.8,64.75,1004,4124.47,12.52,-0.18,107.3,618.6
2919,11.8,-82.3,83.25,998,4166.55,12.52,-0.24,110.19,664.0
2920,12.3,-82.8,101.7,995,4077.1,12.9,-0.18,102.81,612.13
2921,12.6,-83.3,120.2,987,3976.72,13.55,-0.21,108.98,649.58
2922,12.9,-83.6,129.5,985,4040.69,11.550000190734863,-0.2599999904632568,139.51,476.56
2923,13.2,-83.8,92.5,996,3842.73,11.47,-0.22,112.81,736.38
2924,13.6,-83.9,64.75,1003,3934.34,11.15,-0.16,111.59,618.75
2925,14.1,-84.0,55.5,1005,3992.14,13.59,-0.16,126.1,608.07
2926,14.7,-83.9,55.5,1006,3917.83,13.25,-0.16,109.86,665.74
2927,15.4,-83.9,55.5,1007,3942.32,13.48,-0.21,124.02,704.25
2928,16.1,-84.0,55.5,1006,3981.18,13.4,-0.2,133.8,712.44
2930,18.7,-84.1,111.0,990,3897.91,16.53,-0.25,155.6,788.65
2931,19.5,-84.5,129.5,987,3798.96,16.16,-0.23,166.57,963.65
2932,20.1,-85.3,148.0,984,3733.71,16.57,-0.25,182.29,930.96
2933,20.9,-85.8,157.2,983,3671.56,17.35,-0.16,176.37,991.99
2934,21.9,-86.2,157.2,975,3542.25,19.7,-0.27,177.7,812.76
2935,23.0,-86.5,166.5,979,3476.72,18.32,-0.18,195.61,819.79
2936,24.4,-87.5,148.0,988,3347.36,19.02,-0.25,169.16,751.86
2937,26.3,-88.3,111.0,989,3360.2,21.85,-0.36,252.1,920.71
2938,27.9,-88.6,120.2,990,3212.69,25.39,-0.38,290.13,849.12
2939,28.5,-88.7,138.7,990,3052.9,26.55,-0.28,267.73,965.74
2940,28.9,-88.7,111.0,993,2508.06,26.47,-0.25,281.75,838.91
2941,29.8,-88.6,92.5,998,2034.72,30.82,-0.24,291.91,867.72
2942,30.1,-88.3,83.25,998,1915.47,31.79,-0.26,326.36,849.19
2943,30.3,-88.0,64.75,999,1835.29,31.53,-0.25,369.07,876.58
2944,30.6,-87.2,55.5,1002,1515.98,32.01,-0.15,396.96,911.17
2945,30.6,-86.3,46.25,1005,1073.15,31.36,-0.08,430.4,806.99
2946,30.8,-85.5,46.25,1006,793.03,29.96,-0.04,410.01,900.75
2947,26.8,-68.7,37.0,1011,3165.9,7.18,-0.07,107.76,668.48
2948,26.9,-68.6,37.0,1011,3183.35,9.59,-0.08,124.73,775.94
2949,27.0,-68.5,37.0,1010,3212.0,11.77,-0.11,147.11,754.02
2950,27.1,-68.6,46.25,1009,3242.98,13.64,-0.11,181.21,796.3
2951,27.2,-68.8,55.5,1007,3212.06,14.17,-0.11,189.02,835.12
2952,27.4,-69.0,55.5,1007,3285.39,16.11,-0.08,198.33,818.5
2953,27.6,-69.3,55.5,1007,3302.54,16.2,-0.08,221.51,914.42
2954,27.7,-69.7,55.5,1006,3025.85,17.26,-0.12,237.48,998.18
2955,27.4,-70.0,55.5,1003,3060.51,16.47,-0.06,233.23,1211.84
2956,26.9,-70.1,64.75,1002,3080.07,17.09,-0.1,260.8,740.39
2957,26.5,-70.3,64.75,1002,2990.4,17.61,-0.1,233.94,844.59
2958,26.2,-70.5,83.25,999,2935.73,17.53,-0.11,251.39,623.87
2959,26.0,-70.8,101.7,992,2798.7,16.49,-0.11,227.43,883.12
2960,25.8,-71.3,111.0,985,2955.35,15.4,-0.07,232.81,845.45
2961,25.4,-71.8,120.2,978,2778.13,14.44,-0.09,265.58,647.61
2962,24.9,-72.2,129.5,971,3206.18,15.3,-0.08,277.9,700.94
2963,24.4,-72.5,148.0,961,3425.77,16.709999084472656,-0.270000010728836,443.84,490.52
2964,23.9,-72.9,185.0,951,3669.27,18.030000686645508,-0.3700000047683716,485.32,460.27
2965,23.5,-73.3,203.5,947,3232.62,16.82,-0.18,303.3,680.0
2966,23.1,-73.7,212.7,942,3400.98,17.7,-0.17,316.55,639.6
2967,23.0,-74.2,212.7,936,3407.14,16.5,-0.23,343.27,664.42
2968,22.9,-74.4,222.0,931,3548.64,16.91,-0.2,294.08,534.58
2969,23.0,-74.7,222.0,935,3481.18,14.99,-0.19,299.42,572.36
2970,23.4,-74.8,212.7,937,3650.48,16.01,-0.13,354.35,679.04
2971,23.6,-74.8,203.5,940,3612.03,16.39,-0.18,361.96,640.76
2972,23.8,-74.7,203.5,941,3502.37,16.09,-0.19,366.41,1104.54
2973,24.1,-74.5,203.5,942,3420.87,16.09,-0.17,372.53,770.88
2974,24.3,-74.3,212.7,943,3217.01,17.81,-0.16,378.11,792.7
2975,24.8,-73.6,222.0,945,3298.86,16.08,-0.26,378.12,897.75
2976,25.4,-72.6,249.7,934,3296.42,19.36,-0.27,360.85,888.98
2977,26.3,-71.0,240.5,934,3354.31,19.64,-0.34,395.99,892.54
2978,27.4,-69.5,212.7,941,3549.85,20.27,-0.25,365.78,842.78
2979,28.9,-68.3,194.2,949,3775.41,23.39,-0.32,431.37,649.26
2980,30.4,-67.2,175.7,956,3559.45,20.01,-0.17,403.58,785.13
2981,31.6,-66.5,157.2,958,3497.62,19.39,-0.23,467.92,735.34
2982,32.6,-66.0,138.7,961,3451.6,17.87,-0.16,437.57,684.51
2983,33.6,-65.6,138.7,964,3341.63,21.32,-0.14,442.7,731.18
2984,34.4,-65.2,138.7,964,3176.4,22.03,-0.15,413.62,1105.94
2985,27.3,-80.2,55.5,1010,3322.78,15.54,-0.03,50.98,673.98
2986,28.0,-80.7,64.75,1010,3233.35,13.75,-0.17,28.39,811.65
2987,29.0,-81.2,83.25,1010,3230.07,13.03,-0.17,54.63,911.86
2988,29.8,-81.5,83.25,1010,3398.27,13.26,-0.11,77.62,711.67
2989,30.5,-81.7,74.0,1011,3241.39,14.36,-0.08,54.97,571.34
2990,31.3,-81.5,74.0,1011,3090.52,13.15,-0.14,49.26,610.0
2991,31.8,-80.7,74.0,1009,3072.4,14.48,-0.16,51.52,717.96
2992,31.9,-80.1,74.0,1007,2756.87,15.53,-0.1,40.79,805.45
2993,31.9,-79.5,74.0,1007,2364.83,15.07,-0.07,77.57,716.68
2994,31.9,-78.7,74.0,1007,2156.38,15.92,-0.17,82.63,525.91
2995,31.9,-77.9,74.0,1007,2100.49,16.07,-0.08,95.77,789.28
2996,31.5,-77.2,74.0,1007,1929.91,16.17,-0.03,99.62,702.79
2997,31.2,-76.6,74.0,1008,1724.98,14.87,-0.07,128.5,661.11
2998,31.1,-75.9,74.0,1008,1525.27,15.56999969482422,-0.050000000745058,225.37,482.32
2999,30.9,-75.7,74.0,1008,1555.8,16.64,0.0,115.0,635.6
3000,30.4,-76.0,55.5,1009,1333.05,17.17,0.07,109.38,720.04
3001,30.3,-76.1,55.5,1009,1354.7,16.46,-0.05,94.39,738.41
3002,30.2,-76.2,55.5,1010,1454.61,14.48,-0.04,86.28,698.6
3003,30.4,-76.3,55.5,1010,1522.55,11.47,-0.02,93.35,741.58
3004,30.7,-76.4,55.5,1010,1505.68,13.98,0.03,87.11,718.86
3005,31.1,-76.6,46.25,1010,1567.47,15.510000228881836,-0.1700000017881393,392.21,348.96
3006,31.7,-77.0,46.25,1010,1566.48,19.280000686645508,0.0599999986588954,394.81,349.4
